"Data.File.Name","Data.File.Description","Component","Begin.Year","EndYear"
"SSTROP_A","High-sensitivity cardiac troponins (Surplus)","Laboratory",1999,2004
"SSUCSH_A","Cytomegalovirus shedding - Urine (Surplus)","Laboratory",1999,2004
"SSVARI_A","Varicella-Zoster Virus Antibody (Surplus)","Laboratory",1999,2000
"TELO_A","Telomere Mean and Standard Deviation (Surplus)","Laboratory",1999,2000
"TFA_A","Trans Fatty Acids","Laboratory",1999,2000
"UC","Pregnancy Test - Urine","Laboratory",1999,2000
"L02_B","Hepatitis B: Core Antibody & Surface Antigen; Hepatitis C: Confirmed Antibody & RNA (HCV-RNA); Hepatitis D Antibody","Laboratory",2001,2002
"L02HBS_B","Hepatitis B Surface Antibody","Laboratory",2001,2002
"L02HPA_B","Hepatitis A Antibody","Laboratory",2001,2002
"L03_B","HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells","Laboratory",2001,2002
"L04VOC_B","Volatile Organic Compounds - Blood & Water","Laboratory",2001,2002
"L05_B","Chlamydia & Gonorrhea - Urine","Laboratory",2001,2002
"L06_2_B","Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam","Laboratory",2001,2002
"L06_B","Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries","Laboratory",2001,2002
"L06HM_B","Metals - Urine","Laboratory",2001,2002
"L06UIO_B","Iodine - Urine","Laboratory",2001,2002
"L06VIT_B","Vitamin A, Vitamin E & Carotenoids","Laboratory",2001,2002
"L09_B","Herpes Simplex Virus Type-1 & Type-2","Laboratory",2001,2002
"L10_2_B","Glycohemoglobin, Plasma Glucose, Serum C-peptide, & Insulin, Second Exam","Laboratory",2001,2002
"L10_B","Glycohemoglobin","Laboratory",2001,2002
"L10AM_B","Plasma Fasting Glucose, Serum C-peptide & Insulin","Laboratory",2001,2002
"L11_2_B","C-Reactive Protein & Others, Second Exam","Laboratory",2001,2002
"L11_B","C-Reactive protein (CRP), Fibrinogen, Bone Alkaline Phosphatase & Urinary N-telopeptides","Laboratory",2001,2002
"L11P_2_B","Prostate-specific Antigen (PSA), Second Exam","Laboratory",2001,2002
"L11PSA_B","Prostate specific antigen (PSA)","Laboratory",2001,2002
"L13_2_B","Cholesterol - Total, HDL, LDL  & Triglycerides, Second Exam","Laboratory",2001,2002
"L13_B","Cholesterol - Total & HDL","Laboratory",2001,2002
"L13AM_B","Cholesterol - LDL & Triglycerides","Laboratory",2001,2002
"L16_2_B","Creatinine & Albumin - Urine, Second Exam","Laboratory",2001,2002
"L16_B","Albumin & Creatinine - Urine","Laboratory",2001,2002
"L17_B","Toxoplasma (IgG), Toxoplasma (IgM),Toxoplasma (Dye),Toxoplasma Differential Agglutination, & Toxoplasma (Avidity)","Laboratory",2001,2002
"L19_2_B","Measles, Rubella, & Varicella, Second Exam","Laboratory",2001,2002
"L19_B","Measles, Rubella, & Varicella","Laboratory",2001,2002
"L20_B","Lead - Dust","Laboratory",2001,2002
"L25_2_B","Complete Blood Count with 5-part Differential - Whole Blood, Second Exam","Laboratory",2001,2002
"L25_B","Complete Blood Count with 5-part Differential - Whole Blood","Laboratory",2001,2002
"L26PP_B","Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)","Laboratory",2001,2002
"L28POC_B","Dioxins, Furans, & Coplanar PCBs","Laboratory",2001,2002
"L34_B","Bacterial vaginosis (BV) & Trichomonas vaginalis","Laboratory",2001,2002
"L35_B","Methicillin - Resistant Staphylococcus aureus (MRSA)","Laboratory",2001,2002
"L36_B","Syphilis-IgG, Syphilis Rapid Plasma Reagin (RPR) & Treponema pallidum Particle Agglutination (TP-PA)","Laboratory",2001,2002
"L39_2_B","Erythrocyte Protoporphyrin","Laboratory",2001,2002
"L39_B","Erythrocyte Protoporphyrin","Laboratory",2001,2002
"L40_2_B","Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam","Laboratory",2001,2002
"L40_B","Standard Biochemistry Profile","Laboratory",2001,2002
"L40FE_B","Iron, Total Iron Binding Capacity (TIBC), & Transferrin Saturation","Laboratory",2001,2002
"L40T4_B","Thyroid - Stimulating Hormone & Thyroxine (TSH & T4)","Laboratory",2001,2002
"PFC_POOL","Polyfluoroalkyl Chemicals - Pooled Samples (Surplus)","Laboratory",2001,2002
"PH_B","Fasting Questionnaire","Laboratory",2001,2002
"PHPYPA_B","Phthalates, Phytoestrogens & PAHs - Urine","Laboratory",2001,2002
"SSAMH_B","Anti-Mullerian Hormone (AMH) & Inhibin-B (Surplus)","Laboratory",2001,2002
"SSBFR_B","Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus)","Laboratory",2001,2002
"SSCA_B","Cancer antigen CA125 and CA15.3 - Serum (Surplus)","Laboratory",2001,2002
"SSCGA_B","Cancer antigen CA125, CA15.3 and HE4 IgG antibodies - Serum (Surplus)","Laboratory",2001,2002
"SSCHL_B","Sex Steroid Hormone - Men (Surplus)","Laboratory",2001,2002
"SSCMV_B","Cytomegalovirus Antibodies - Serum (Surplus)","Laboratory",2001,2002
"SSCYST_B","Cystatin C (Surplus)","Laboratory",2001,2002
"SSHE4_B","Human epididymal secretory protein E4 (HE4) - Serum (Surplus)","Laboratory",2001,2002
"SSHSV1_B","Herpes Simplex Virus Type-1 (Surplus)","Laboratory",2001,2002
"SSMUMP_B","Mumps Antibody - Serum (Surplus)","Laboratory",2001,2002
"SSNH4THY","Thyroid Profile (Surplus)","Laboratory",2001,2002
"SSNO3P_B","Perchlorate, Nitrate & Thiocyanate - Urine (Surplus)","Laboratory",2001,2002
"SSOL_B","Monoclonal gammopathy of undetermined significance (MGUS) (Surplus)","Laboratory",2001,2002
"SSPCB_B","Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera)","Laboratory",2001,2002
"SSPST_B","Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)","Laboratory",2001,2002
"SSTFR_B","Transferrin Receptor - Pregnant Women (Surplus)","Laboratory",2001,2002
"SSVARI_B","Varicella-Zoster Virus Antibody (Surplus)","Laboratory",2001,2002
"TELO_B","Telomere Mean and Standard Deviation (Surplus)","Laboratory",2001,2002
"UC_B","Pregnancy Test - Urine","Laboratory",2001,2002
"VID_B","Vitamin D","Laboratory",2001,2002
"VIT_2_B","Vitamin A, Vitamin E, & Carotenoids, Second Exam","Laboratory",2001,2002
"L02_C","Hepatitis B: Core Antibody & Surface Antigen; Hepatitis C: Confirmed Antibody & RNA (HCV-RNA); Hepatitis D Antibody","Laboratory",2003,2004
"L02HBS_C","Hepatitis B Surface Antibody","Laboratory",2003,2004
"L02HPA_C","Hepatitis A Antibody","Laboratory",2003,2004
"L03_C","HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells","Laboratory",2003,2004
"L04PER_C","Perchlorate - Urine","Laboratory",2003,2004
"L04VOC_C","Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items","Laboratory",2003,2004
"L05_C","Chlamydia & Gonorrhea - Urine","Laboratory",2003,2004
"L06AGE_C","Acrylamide & Glycidamide","Laboratory",2003,2004
"L06BMT_C","Cadmium, Lead, & Total Mercury - Blood","Laboratory",2003,2004
"L06COT_C","Cotinine - Serum","Laboratory",2003,2004
"L06HM_C","Metals - Urine","Laboratory",2003,2004
"L06MH_C","Methylmalonic acid & Homocysteine","Laboratory",2003,2004
"L06NB_C","Folate - RBC & Serum, and Vitamin B12","Laboratory",2003,2004
"L06PHY_C","Phytoestrogens - Urine","Laboratory",2003,2004
"L06TFR_C","Ferritin & Transferrin Receptor","Laboratory",2003,2004
"L06UAS_C","Arsenics - Total & Speciated - Urine","Laboratory",2003,2004
"L06UHG_C","Mercury: Inorganic - Urine","Laboratory",2003,2004
"L06UIO_C","Iodine - Urine","Laboratory",2003,2004
"L06VIT_C","Vitamin C","Laboratory",2003,2004
"L09_C","Herpes Simplex Virus Type-1 & Type-2","Laboratory",2003,2004
"L10_C","Glycohemoglobin","Laboratory",2003,2004
"L10AM_C","Plasma Fasting Glucose, Serum C-peptide & Insulin","Laboratory",2003,2004
"L11_C","C-Reactive Protein (CRP), Bone Alkaline Phosphatase (BAP) & Parathyroid Hormone (PTH)","Laboratory",2003,2004
"L11PSA_C","Prostate Specific Antigen (PSA)","Laboratory",2003,2004
"L13_C","Cholesterol - Total & HDL","Laboratory",2003,2004
"L13AM_C","Cholesterol - LDL & Triglycerides","Laboratory",2003,2004
"L16_C","Albumin & Creatinine - Urine","Laboratory",2003,2004
"L17_C","Toxoplasma (IgG) & Toxoplasma (IgM)","Laboratory",2003,2004
"L19_C","Measles, Rubella, & Varicella","Laboratory",2003,2004
"L20_C","Lead - Dust","Laboratory",2003,2004
"L24EPH_C","Environmental Phenols","Laboratory",2003,2004
"L24PFC_C","Polyfluoroalkyl Chemicals","Laboratory",2003,2004
"L24PH_C","Phthalates - Urine","Laboratory",2003,2004
"L24PP_C","Pesticides - Environmental - Urine","Laboratory",2003,2004
"L25_C","Complete Blood Count with 5-part Differential - Whole Blood","Laboratory",2003,2004
"L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine","Laboratory",2003,2004
"L26UPP_C","Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)","Laboratory",2003,2004
"L28DFP_C","Dioxins, Furans, & Coplanar PCBs","Laboratory",2003,2004
"L28NPB_C","Non-dioxin-like Polychlorinated Biphenyls","Laboratory",2003,2004
"L28OCP_C","Pesticides - Organochlorine Metabolites - Serum (Surplus)","Laboratory",2003,2004
"L28PBE_C","Brominated Flame Retardants (BFRs)","Laboratory",2003,2004
"L31PAH_C","Polyaromatic Hydrocarbons (PAHs) - Urine","Laboratory",2003,2004
"L34_C","Bacterial vaginosis (BV) & Trichomonas vaginalis","Laboratory",2003,2004
"L35_C","Methicillin - Resistant Staphylococcus aureus (MRSA)","Laboratory",2003,2004
"L36_C","Syphilis-IgG, Syphilis Rapid Plasma Reagin (RPR) & Treponema pallidum Particle Agglutination (TP-PA)","Laboratory",2003,2004
"L37SWA_C","Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Prototype Line Blot Assay","Laboratory",2003,2004
"L37SWR_C","Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array","Laboratory",2003,2004
"L39EPP_C","Erythrocyte Protoporphyrin & Selenium","Laboratory",2003,2004
"L40_C","Standard Biochemistry Profile","Laboratory",2003,2004
"L40FE_C","Iron, Total Iron Binding Capacity (TIBC), & Transferrin Saturation","Laboratory",2003,2004
"L43_C","Vitamin B6","Laboratory",2003,2004
"L45VIT_C","Vitamin A, Vitamin E & Carotenoids","Laboratory",2003,2004
"L52SER_C","Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody - Serum: 4-plex CLIA","Laboratory",2003,2004
"PH_C","Fasting Questionnaire","Laboratory",2003,2004
"SSAMH_C","Anti-Mullerian Hormone (AMH) & Inhibin-B (Surplus)","Laboratory",2003,2004
"SSCHL_C","Sex Steroid Hormone - Men (Surplus)","Laboratory",2003,2004
"SSCMV_C","Cytomegalovirus Antibodies - Serum (Surplus)","Laboratory",2003,2004
"SSEBV_C","Epstein-Barr Virus (VCA IgG) - Serum (Surplus)","Laboratory",2003,2004
"SSFA_C","Fatty Acids - Plasma (Surplus)","Laboratory",2003,2004
"SSHCVR_C","Hepatitis C RNA (HCV-RNA) & HCV Genotype (Surplus)","Laboratory",2003,2004
"SSMEL_C","Melamine - Urine (Surplus)","Laboratory",2003,2004
"SSMUMP_C","Mumps Antibody - Serum (Surplus)","Laboratory",2003,2004
"SSNORO_C","Norovirus antibody - Serum","Laboratory",2003,2004
"SSOL_C","Monoclonal gammopathy of undetermined significance (MGUS) (Surplus)","Laboratory",2003,2004
"SSQFEV_C","Coxiella Burnetii (Q Fever) Antibodies - Serum (Surplus)","Laboratory",2003,2004
"SSVARI_C","Varicella-Zoster Virus Antibody (Surplus)","Laboratory",2003,2004
"UC_C","Pregnancy Test - Urine","Laboratory",2003,2004
"VID_C","Vitamin D","Laboratory",2003,2004
"AL_IGE_D","Allergen Specific IgE(s) & Total IgE - Serum","Laboratory",2005,2006
"ALB_CR_D","Albumin & Creatinine - Urine","Laboratory",2005,2006
"ALDUST_D","Allergens - Household Dust","Laboratory",2005,2006
"AMDGYD_D","Acrylamide & Glycidamide","Laboratory",2005,2006
"B12_D","Vitamin B12","Laboratory",2005,2006
"BFRPOL_D","Brominated Flame Retardants (BFRs) - Pooled Samples","Laboratory",2005,2006
"BIOPRO_D","Standard Biochemistry Profile","Laboratory",2005,2006
"CARB_D","Pesticides - Carbamates & Organophosphorus Metabolites - Urine","Laboratory",2005,2006
"CBC_D","Complete Blood Count with 5-Part Differential - Whole Blood","Laboratory",2005,2006
"CHLMDA_D","Chlamydia & Gonorrhea - Urine","Laboratory",2005,2006
"COT_D","Cotinine - Serum","Laboratory",2005,2006
"CRP_D","C-Reactive Protein (CRP)","Laboratory",2005,2006
"DOXPOL_D","Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples","Laboratory",2005,2006
"EPH_D","Environmental Phenols & Parabens","Laboratory",2005,2006
"EPP_D","Erythrocyte Protoporphyrin","Laboratory",2005,2006
"FASTQX_D","Fasting Questionnaire","Laboratory",2005,2006
"FERTIN_D","Ferritin","Laboratory",2005,2006
"FETIB_D","Iron, Total Iron Binding Capacity (TIBC), & Transferrin Saturation","Laboratory",2005,2006
"FOLATE_D","Folate - RBC & Serum","Laboratory",2005,2006
"GHB_D","Glycohemoglobin","Laboratory",2005,2006
"GLU_D","Plasma Fasting Glucose & Insulin","Laboratory",2005,2006
"HCY_D","Homocysteine","Laboratory",2005,2006
"HDL_D","Cholesterol - HDL","Laboratory",2005,2006
"HEPA_D","Hepatitis A Antibody","Laboratory",2005,2006
"HEPB_S_D","Hepatitis B Surface Antibody","Laboratory",2005,2006
"HEPBD_D","Hepatitis B: Core Antibody, Surface Antigen; Hepatitis D Antibody","Laboratory",2005,2006
"HEPC_D","Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype","Laboratory",2005,2006
"HIV_D","HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells","Laboratory",2005,2006
"HPVSER_D","Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA","Laboratory",2005,2006
"HPVSRM_D","Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA","Laboratory",2005,2006
"HPVSWR_D","Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array","Laboratory",2005,2006
"HSV_D","Herpes Simplex Virus Type-1 & Type-2","Laboratory",2005,2006
"IHG_D","Mercury: Inorganic - Blood","Laboratory",2005,2006
"OGTT_D","Oral Glucose Tolerance Test","Laboratory",2005,2006
"OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine","Laboratory",2005,2006
"PAH_D","Polyaromatic Hydrocarbons (PAHs) - Urine","Laboratory",2005,2006
"PBCD_D","Cadmium, Lead, & Total Mercury - Blood","Laboratory",2005,2006
"PCBPOL_D","Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples","Laboratory",2005,2006
"PERNT_D","Perchlorate, Nitrate & Thiocyanate - Urine","Laboratory",2005,2006
"PFC_D","Polyfluoroalkyl Chemicals","Laboratory",2005,2006
"PHTHTE_D","Phthalates - Urine","Laboratory",2005,2006
"PHYTO_D","Phytoestrogens - Urine","Laboratory",2005,2006
"POOLTF_D","Pooled-Sample Technical Support File","Laboratory",2005,2006
"PP_D","Pesticides - Environmental - Urine","Laboratory",2005,2006
"PSA_D","Prostate Specific Antigen (PSA)","Laboratory",2005,2006
"PSTPOL_D","Pesticides - Organochlorine Pesticides - Pooled Samples","Laboratory",2005,2006
"PTH_D","Parathyroid Hormone","Laboratory",2005,2006
"SSEBV_D","Epstein-Barr Virus (VCA IgG) - Serum (Surplus)","Laboratory",2005,2006
"SSSAL_D","Salmonella & Campylobacter Antibodies (Surplus)","Laboratory",2005,2006
"SSUVOC_D","Volatile Organic Compound (VOC) Metabolites - Urine (Surplus)","Laboratory",2005,2006
"TCHOL_D","Cholesterol - Total","Laboratory",2005,2006
"TFR_D","Transferrin Receptor","Laboratory",2005,2006
"TRIGLY_D","Cholesterol - LDL, Triglyceride & Apoliprotein (ApoB)","Laboratory",2005,2006
"UAS_D","Arsenics - Total & Speciated - Urine","Laboratory",2005,2006
"UCPREG_D","Pregnancy Test - Urine","Laboratory",2005,2006
"UHG_D","Mercury: Inorganic - Urine","Laboratory",2005,2006
"UHM_D","Metals - Urine","Laboratory",2005,2006
"UIO_D","Iodine - Urine","Laboratory",2005,2006
"UPP_D","Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)","Laboratory",2005,2006
"VIC_D","Vitamin C","Laboratory",2005,2006
"VID_D","Vitamin D","Laboratory",2005,2006
"VIT_B6_D","Vitamin B6","Laboratory",2005,2006
"VITAEC_D","Vitamin A, Vitamin E & Carotenoids","Laboratory",2005,2006
"VOC_D","Volatile Organic Compounds - Water & Related Questionnaire Items","Laboratory",2005,2006
"VOCWB_D","Volatile Organic Compounds - Blood & Related Questionnaire Items","Laboratory",2005,2006
"WPIN_D","Perchlorate, Nitrate & Iodide - Tap Water","Laboratory",2005,2006
"ALB_CR_E","Albumin & Creatinine - Urine","Laboratory",2007,2008
"APOB_E","Apolipoprotein B","Laboratory",2007,2008
"BFRPOL_E","Brominated Flame Retardants (BFRs) - Pooled Samples","Laboratory",2007,2008
"BIOPRO_E","Standard Biochemistry Profile","Laboratory",2007,2008
"CARB_E","Pesticides - Carbamates & Organophosphorus Metabolites - Urine","Laboratory",2007,2008
"CBC_E","Complete Blood Count with 5-part Differential - Whole Blood","Laboratory",2007,2008
"CHLMDA_E","Chlamydia & Gonorrhea - Urine","Laboratory",2007,2008
"COTNAL_E","Cotinine - Serum & Total NNAL - Urine","Laboratory",2007,2008
"CRP_E","C-Reactive Protein (CRP)","Laboratory",2007,2008
"DEET_E","DEET and Metabolites","Laboratory",2007,2008
"DOXPOL_E","Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples","Laboratory",2007,2008
"EPH_E","Environmental Phenols","Laboratory",2007,2008
"FASTQX_E","Fasting Questionnaire","Laboratory",2007,2008
"FERTIN_E","Ferritin","Laboratory",2007,2008
"FOLATE_E","Folate - RBC & Serum","Laboratory",2007,2008
"FOLFMS_E","Folate Forms - Individual - Serum","Laboratory",2007,2008
"GHB_E","Glycohemoglobin","Laboratory",2007,2008
"GLU_E","Plasma Fasting Glucose & Insulin","Laboratory",2007,2008
"HDL_E","Cholesterol - HDL","Laboratory",2007,2008
"HEPA_E","Hepatitis A Antibody","Laboratory",2007,2008
"HEPB_S_E","Hepatitis B Surface Antibody","Laboratory",2007,2008
"HEPBD_E","Hepatitis B: Core Antibody, Surface Antigen; Hepatitis D Antibody","Laboratory",2007,2008
"HEPC_E","Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype","Laboratory",2007,2008
"HIV_E","HIV Antibody Test","Laboratory",2007,2008
"HPVSER_E","Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA","Laboratory",2007,2008
"HPVSWR_E","Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array","Laboratory",2007,2008
"HSV_E","Herpes Simplex Virus Type-1 & Type-2","Laboratory",2007,2008
"IHG_E","Mercury: Inorganic - Blood","Laboratory",2007,2008
"OGTT_E","Oral Glucose Tolerance Test","Laboratory",2007,2008
"OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine","Laboratory",2007,2008
"PAH_E","Polyaromatic Hydrocarbons (PAHs) - Urine","Laboratory",2007,2008
"PBCD_E","Cadmium, Lead, & Total Mercury - Blood","Laboratory",2007,2008
"PCBPOL_E","Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples","Laboratory",2007,2008
"PERNT_E","Perchlorate, Nitrate & Thiocyanate - Urine","Laboratory",2007,2008
"PFC_E","Polyfluoroalkyl Chemicals","Laboratory",2007,2008
"PHTHTE_E","Phthalates - Urine","Laboratory",2007,2008
"PHYTO_E","Phytoestrogens - Urine","Laboratory",2007,2008
"POOLTF_E","Pooled-Sample Technical Support File","Laboratory",2007,2008
"PP_E","Pesticides - Environmental - Urine","Laboratory",2007,2008
"PSA_E","Prostate Specific Antigen (PSA)","Laboratory",2007,2008
"PSTPOL_E","Pesticides - Organochlorine Pesticides - Pooled Samples","Laboratory",2007,2008
"SSEBV_E","Epstein-Barr Virus (VCA IgG) - Serum (Surplus)","Laboratory",2007,2008
"SSHCV_E","Hepatitis C Antibody Reflex Testing - Serum (Surplus)","Laboratory",2007,2012
"SSKL_E","Klotho - Serum (Surplus)","Laboratory",2007,2008
"SSUSG_E","Urine Specific Gravity Measurement (Surplus)","Laboratory",2007,2008
"TCHOL_E","Cholesterol - Total","Laboratory",2007,2008
"TFR_E","Transferrin Receptor","Laboratory",2007,2008
"THYROD_E","Thyroid Profile","Laboratory",2007,2008
"TRIGLY_E","Cholesterol - LDL & Triglycerides","Laboratory",2007,2008
"UAM_E","Atrazine and Metabolites","Laboratory",2007,2008
"UAS_E","Arsenics - Total & Speciated - Urine","Laboratory",2007,2008
"UCPREG_E","Pregnancy Test - Urine","Laboratory",2007,2008
"UHG_E","Mercury: Inorganic - Urine","Laboratory",2007,2008
"UHM_E","Metals - Urine","Laboratory",2007,2008
"UIO_E","Iodine - Urine","Laboratory",2007,2008
"UPHOPM_E","Pyrethroids, Herbicides, & OP Metabolites - Urine","Laboratory",2007,2008
"UPP_E","Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)","Laboratory",2007,2008
"VID_E","Vitamin D","Laboratory",2007,2008
"VIT_B6_E","Vitamin B6","Laboratory",2007,2008
"VOC_E","Volatile Organic Compounds - Water & Related Questionnaire Items","Laboratory",2007,2008
"VOCMWB_E","Volatile Organic Compounds - Trihalomethanes/MTBE/Nitromethane - Blood","Laboratory",2007,2008
"VOCWB_E","Volatile Organic Compounds - Blood & Related Questionnaire Items","Laboratory",2007,2008
"ALB_CR_F","Albumin & Creatinine - Urine","Laboratory",2009,2010
"APOB_F","Apolipoprotein B","Laboratory",2009,2010
"BFRPOL_F","Brominated Flame Retardants (BFRs) - Pooled Samples","Laboratory",2009,2010
"BIOPRO_F","Standard Biochemistry Profile","Laboratory",2009,2010
"CAFE_F","Caffeine & Caffeine Metabolites - Urine","Laboratory",2009,2010
"CBC_F","Complete Blood Count with 5-part Differential - Whole Blood","Laboratory",2009,2010
"CHLMDA_F","Chlamydia - Urine","Laboratory",2009,2010
"COTNAL_F","Cotinine - Serum & Total NNAL - Urine","Laboratory",2009,2010
"CRP_F","C-Reactive Protein (CRP)","Laboratory",2009,2010
"DEET_F","DEET and Metabolites","Laboratory",2009,2010
"DOXPOL_F","Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples","Laboratory",2009,2010
"EPH_F","Environmental Phenols","Laboratory",2009,2010
"FASTQX_F","Fasting Questionnaire","Laboratory",2009,2010
"FERTIN_F","Ferritin","Laboratory",2009,2010
"FOLATE_F","Folate - RBC & Serum","Laboratory",2009,2010
