Gender,Age_Group,Race_or_Ethnicity,Education,SBP,BMI,Smoker,TC,FPG,user_n
Female,40-59,NH White,<HSG,SBP 130-139,Obese,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,<HSG,SBP 130-139,Obese,No smoke,High TC,Glucose>=126,2
Female,40-59,NH White,<HSG,SBP 130-139,Obese,No smoke,High TC,NA,2
Female,40-59,NH White,<HSG,SBP 130-139,Obese,No smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,<HSG,SBP 130-139,Obese,No smoke,Normal TC,NA,1
Female,40-59,NH White,<HSG,SBP 130-139,Obese,Smoke,High TC,Glucose<100,4
Female,40-59,NH White,<HSG,SBP 130-139,Obese,Smoke,High TC,Glucose 100-125,2
Female,40-59,NH White,<HSG,SBP 130-139,Obese,Smoke,High TC,Glucose>=126,1
Female,40-59,NH White,<HSG,SBP 130-139,Obese,Smoke,High TC,NA,2
Female,40-59,NH White,<HSG,SBP 130-139,Obese,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,<HSG,SBP>=140,Underweight,Smoke,High TC,Glucose<100,3
Female,40-59,NH White,<HSG,SBP>=140,Normal weight,No smoke,High TC,Glucose<100,1
Female,40-59,NH White,<HSG,SBP>=140,Normal weight,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,<HSG,SBP>=140,Normal weight,No smoke,High TC,Glucose>=126,2
Female,40-59,NH White,<HSG,SBP>=140,Normal weight,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,<HSG,SBP>=140,Normal weight,No smoke,Normal TC,NA,1
Female,40-59,NH White,<HSG,SBP>=140,Normal weight,Smoke,High TC,Glucose<100,5
Female,40-59,NH White,<HSG,SBP>=140,Normal weight,Smoke,High TC,Glucose>=126,2
Female,40-59,NH White,<HSG,SBP>=140,Overweight,No smoke,High TC,Glucose<100,3
Female,40-59,NH White,<HSG,SBP>=140,Overweight,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,<HSG,SBP>=140,Overweight,No smoke,High TC,Glucose>=126,2
Female,40-59,NH White,<HSG,SBP>=140,Overweight,No smoke,Normal TC,Glucose<100,2
Female,40-59,NH White,<HSG,SBP>=140,Overweight,No smoke,Normal TC,Glucose 100-125,2
Female,40-59,NH White,<HSG,SBP>=140,Overweight,No smoke,NA,NA,1
Female,40-59,NH White,<HSG,SBP>=140,Overweight,Smoke,High TC,Glucose<100,4
Female,40-59,NH White,<HSG,SBP>=140,Overweight,Smoke,High TC,Glucose>=126,3
Female,40-59,NH White,<HSG,SBP>=140,Overweight,Smoke,High TC,NA,2
Female,40-59,NH White,<HSG,SBP>=140,Overweight,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,<HSG,SBP>=140,Overweight,Smoke,NA,NA,1
Female,40-59,NH White,<HSG,SBP>=140,Obese,No smoke,High TC,Glucose<100,9
Female,40-59,NH White,<HSG,SBP>=140,Obese,No smoke,High TC,Glucose 100-125,4
Female,40-59,NH White,<HSG,SBP>=140,Obese,No smoke,High TC,Glucose>=126,15
Female,40-59,NH White,<HSG,SBP>=140,Obese,No smoke,High TC,NA,9
Female,40-59,NH White,<HSG,SBP>=140,Obese,No smoke,Normal TC,Glucose<100,2
Female,40-59,NH White,<HSG,SBP>=140,Obese,No smoke,Normal TC,Glucose 100-125,3
Female,40-59,NH White,<HSG,SBP>=140,Obese,No smoke,Normal TC,Glucose>=126,3
Female,40-59,NH White,<HSG,SBP>=140,Obese,No smoke,Normal TC,NA,1
Female,40-59,NH White,<HSG,SBP>=140,Obese,No smoke,NA,NA,1
Female,40-59,NH White,<HSG,SBP>=140,Obese,Smoke,High TC,Glucose<100,6
Female,40-59,NH White,<HSG,SBP>=140,Obese,Smoke,High TC,Glucose 100-125,5
Female,40-59,NH White,<HSG,SBP>=140,Obese,Smoke,High TC,Glucose>=126,8
Female,40-59,NH White,<HSG,SBP>=140,Obese,Smoke,High TC,NA,3
Female,40-59,NH White,<HSG,SBP>=140,Obese,Smoke,Normal TC,Glucose<100,2
Female,40-59,NH White,<HSG,SBP>=140,Obese,Smoke,Normal TC,Glucose>=126,3
Female,40-59,NH White,HSG/GED,SBP<120,Normal weight,No smoke,High TC,Glucose<100,1
Female,40-59,NH White,HSG/GED,SBP<120,Overweight,Smoke,High TC,Glucose<100,1
Female,40-59,NH White,HSG/GED,SBP<120,Overweight,Smoke,High TC,Glucose 100-125,2
Female,40-59,NH White,HSG/GED,SBP<120,Overweight,Smoke,High TC,NA,1
Female,40-59,NH White,HSG/GED,SBP<120,Obese,No smoke,High TC,Glucose<100,1
Female,40-59,NH White,HSG/GED,SBP<120,Obese,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,HSG/GED,SBP<120,Obese,No smoke,High TC,Glucose>=126,1
Female,40-59,NH White,HSG/GED,SBP<120,Obese,No smoke,High TC,NA,1
Female,40-59,NH White,HSG/GED,SBP<120,Obese,No smoke,Normal TC,Glucose<100,2
Female,40-59,NH White,HSG/GED,SBP<120,Obese,Smoke,High TC,Glucose<100,2
Female,40-59,NH White,HSG/GED,SBP<120,Obese,Smoke,High TC,Glucose>=126,1
Female,40-59,NH White,HSG/GED,SBP<120,Obese,Smoke,High TC,NA,2
Female,40-59,NH White,HSG/GED,SBP<120,Obese,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,HSG/GED,SBP<120,NA,No smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,HSG/GED,SBP 120-129,Normal weight,No smoke,High TC,Glucose<100,2
Female,40-59,NH White,HSG/GED,SBP 120-129,Normal weight,No smoke,Normal TC,Glucose<100,2
Female,40-59,NH White,HSG/GED,SBP 120-129,Normal weight,Smoke,High TC,Glucose<100,2
Female,40-59,NH White,HSG/GED,SBP 120-129,Normal weight,Smoke,High TC,NA,2
Female,40-59,NH White,HSG/GED,SBP 120-129,Normal weight,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,HSG/GED,SBP 120-129,Normal weight,Smoke,Normal TC,NA,2
Female,40-59,NH White,HSG/GED,SBP 120-129,Overweight,No smoke,High TC,Glucose<100,3
Female,40-59,NH White,HSG/GED,SBP 120-129,Overweight,No smoke,High TC,Glucose>=126,2
Female,40-59,NH White,HSG/GED,SBP 120-129,Overweight,No smoke,High TC,NA,1
Female,40-59,NH White,HSG/GED,SBP 120-129,Overweight,No smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,HSG/GED,SBP 120-129,Overweight,Smoke,High TC,Glucose<100,2
Female,40-59,NH White,HSG/GED,SBP 120-129,Overweight,Smoke,High TC,Glucose>=126,1
Female,40-59,NH White,HSG/GED,SBP 120-129,Overweight,Smoke,High TC,NA,1
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,No smoke,High TC,Glucose<100,2
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,No smoke,High TC,Glucose 100-125,3
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,No smoke,High TC,Glucose>=126,7
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,No smoke,High TC,NA,5
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,No smoke,Normal TC,Glucose 100-125,3
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,No smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,No smoke,Normal TC,NA,2
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,No smoke,NA,NA,2
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,Smoke,High TC,Glucose<100,1
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,Smoke,High TC,Glucose>=126,2
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,Smoke,High TC,NA,1
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,Smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,HSG/GED,SBP 120-129,Obese,Smoke,NA,NA,1
Female,40-59,NH White,HSG/GED,SBP 120-129,NA,No smoke,High TC,Glucose<100,1
Female,40-59,NH White,HSG/GED,SBP 130-139,Normal weight,No smoke,High TC,Glucose<100,4
Female,40-59,NH White,HSG/GED,SBP 130-139,Normal weight,No smoke,Normal TC,NA,1
Female,40-59,NH White,HSG/GED,SBP 130-139,Normal weight,Smoke,High TC,Glucose<100,3
Female,40-59,NH White,HSG/GED,SBP 130-139,Normal weight,Smoke,High TC,NA,2
Female,40-59,NH White,HSG/GED,SBP 130-139,Normal weight,Smoke,Normal TC,Glucose<100,3
Female,40-59,NH White,HSG/GED,SBP 130-139,Overweight,No smoke,High TC,Glucose<100,3
Female,40-59,NH White,HSG/GED,SBP 130-139,Overweight,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,HSG/GED,SBP 130-139,Overweight,No smoke,High TC,Glucose>=126,2
Female,40-59,NH White,HSG/GED,SBP 130-139,Overweight,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,HSG/GED,SBP 130-139,Overweight,No smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,HSG/GED,SBP 130-139,Overweight,Smoke,High TC,Glucose<100,4
Female,40-59,NH White,HSG/GED,SBP 130-139,Overweight,Smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,HSG/GED,SBP 130-139,Overweight,Smoke,High TC,NA,1
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,No smoke,High TC,Glucose<100,9
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,No smoke,High TC,Glucose 100-125,5
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,No smoke,High TC,Glucose>=126,10
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,No smoke,High TC,NA,5
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,No smoke,Normal TC,Glucose<100,5
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,No smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,No smoke,Normal TC,NA,3
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,Smoke,High TC,Glucose<100,1
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,Smoke,High TC,Glucose 100-125,3
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,Smoke,High TC,Glucose>=126,1
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,Smoke,Normal TC,NA,2
Female,40-59,NH White,HSG/GED,SBP 130-139,Obese,Smoke,NA,NA,1
Female,40-59,NH White,HSG/GED,SBP>=140,Underweight,No smoke,NA,NA,1
Female,40-59,NH White,HSG/GED,SBP>=140,Underweight,Smoke,High TC,NA,1
Female,40-59,NH White,HSG/GED,SBP>=140,Underweight,Smoke,Normal TC,Glucose<100,2
Female,40-59,NH White,HSG/GED,SBP>=140,Underweight,Smoke,NA,NA,1
Female,40-59,NH White,HSG/GED,SBP>=140,Normal weight,No smoke,High TC,Glucose<100,7
Female,40-59,NH White,HSG/GED,SBP>=140,Normal weight,No smoke,High TC,Glucose 100-125,2
Female,40-59,NH White,HSG/GED,SBP>=140,Normal weight,No smoke,High TC,Glucose>=126,1
Female,40-59,NH White,HSG/GED,SBP>=140,Normal weight,No smoke,High TC,NA,2
Female,40-59,NH White,HSG/GED,SBP>=140,Normal weight,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,HSG/GED,SBP>=140,Normal weight,Smoke,High TC,Glucose<100,8
Female,40-59,NH White,HSG/GED,SBP>=140,Normal weight,Smoke,High TC,Glucose 100-125,2
Female,40-59,NH White,HSG/GED,SBP>=140,Normal weight,Smoke,High TC,NA,2
Female,40-59,NH White,HSG/GED,SBP>=140,Normal weight,Smoke,Normal TC,Glucose<100,4
Female,40-59,NH White,HSG/GED,SBP>=140,Normal weight,Smoke,Normal TC,NA,1
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,No smoke,High TC,Glucose<100,19
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,No smoke,High TC,Glucose>=126,5
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,No smoke,High TC,NA,6
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,No smoke,Normal TC,Glucose<100,5
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,No smoke,Normal TC,Glucose>=126,2
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,No smoke,Normal TC,NA,2
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,No smoke,NA,NA,1
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,Smoke,High TC,Glucose<100,9
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,Smoke,High TC,Glucose 100-125,5
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,Smoke,High TC,Glucose>=126,3
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,Smoke,High TC,NA,2
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,Smoke,Normal TC,Glucose<100,3
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,Smoke,Normal TC,Glucose 100-125,3
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,Smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,HSG/GED,SBP>=140,Overweight,Smoke,Normal TC,NA,2
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,No smoke,High TC,Glucose<100,25
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,No smoke,High TC,Glucose 100-125,11
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,No smoke,High TC,Glucose>=126,21
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,No smoke,High TC,NA,19
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,No smoke,Normal TC,Glucose<100,6
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,No smoke,Normal TC,Glucose 100-125,6
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,No smoke,Normal TC,Glucose>=126,5
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,No smoke,Normal TC,NA,4
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,No smoke,NA,NA,7
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,Smoke,High TC,Glucose<100,7
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,Smoke,High TC,Glucose 100-125,2
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,Smoke,High TC,Glucose>=126,6
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,Smoke,High TC,NA,6
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,Smoke,Normal TC,Glucose<100,2
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,Smoke,Normal TC,Glucose>=126,2
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,Smoke,Normal TC,NA,2
Female,40-59,NH White,HSG/GED,SBP>=140,Obese,Smoke,NA,NA,1
Female,40-59,NH White,HSG/GED,SBP>=140,NA,No smoke,High TC,Glucose>=126,1
Female,40-59,NH White,HSG/GED,SBP>=140,NA,No smoke,Normal TC,NA,1
Female,40-59,NH White,HSG/GED,SBP>=140,NA,Smoke,NA,NA,1
Female,40-59,NH White,Some college/TS,SBP<120,Underweight,Smoke,Normal TC,NA,1
Female,40-59,NH White,Some college/TS,SBP<120,Normal weight,Smoke,High TC,Glucose<100,4
Female,40-59,NH White,Some college/TS,SBP<120,Normal weight,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,Some college/TS,SBP<120,Overweight,No smoke,High TC,Glucose<100,1
Female,40-59,NH White,Some college/TS,SBP<120,Overweight,Smoke,High TC,Glucose<100,2
Female,40-59,NH White,Some college/TS,SBP<120,Overweight,Smoke,High TC,Glucose>=126,1
Female,40-59,NH White,Some college/TS,SBP<120,Obese,No smoke,High TC,Glucose<100,3
Female,40-59,NH White,Some college/TS,SBP<120,Obese,No smoke,High TC,Glucose 100-125,2
Female,40-59,NH White,Some college/TS,SBP<120,Obese,No smoke,High TC,NA,2
Female,40-59,NH White,Some college/TS,SBP<120,Obese,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,Some college/TS,SBP<120,Obese,No smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP<120,Obese,No smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,Some college/TS,SBP<120,Obese,No smoke,Normal TC,NA,1
Female,40-59,NH White,Some college/TS,SBP<120,Obese,Smoke,High TC,Glucose<100,2
Female,40-59,NH White,Some college/TS,SBP<120,Obese,Smoke,High TC,NA,2
Female,40-59,NH White,Some college/TS,SBP 120-129,Normal weight,No smoke,Normal TC,NA,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Normal weight,Smoke,High TC,Glucose<100,3
Female,40-59,NH White,Some college/TS,SBP 120-129,Normal weight,Smoke,High TC,NA,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Normal weight,Smoke,Normal TC,NA,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Overweight,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Overweight,No smoke,Normal TC,Glucose<100,3
Female,40-59,NH White,Some college/TS,SBP 120-129,Overweight,No smoke,Normal TC,Glucose 100-125,2
Female,40-59,NH White,Some college/TS,SBP 120-129,Overweight,No smoke,Normal TC,NA,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Overweight,Smoke,High TC,Glucose<100,6
Female,40-59,NH White,Some college/TS,SBP 120-129,Overweight,Smoke,High TC,NA,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Overweight,Smoke,Normal TC,NA,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,No smoke,High TC,Glucose<100,2
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,No smoke,High TC,Glucose 100-125,3
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,No smoke,High TC,Glucose>=126,4
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,No smoke,High TC,NA,3
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,No smoke,Normal TC,Glucose>=126,2
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,No smoke,Normal TC,NA,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,Smoke,High TC,Glucose<100,2
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,Smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,Smoke,High TC,Glucose>=126,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,Smoke,High TC,NA,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,Smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,Some college/TS,SBP 120-129,Obese,Smoke,NA,NA,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Normal weight,No smoke,High TC,Glucose<100,3
Female,40-59,NH White,Some college/TS,SBP 130-139,Normal weight,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Normal weight,No smoke,Normal TC,Glucose<100,2
Female,40-59,NH White,Some college/TS,SBP 130-139,Normal weight,Smoke,High TC,Glucose<100,4
Female,40-59,NH White,Some college/TS,SBP 130-139,Normal weight,Smoke,High TC,NA,2
Female,40-59,NH White,Some college/TS,SBP 130-139,Normal weight,Smoke,Normal TC,Glucose<100,2
Female,40-59,NH White,Some college/TS,SBP 130-139,Overweight,No smoke,High TC,Glucose<100,5
Female,40-59,NH White,Some college/TS,SBP 130-139,Overweight,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Overweight,No smoke,Normal TC,Glucose<100,3
Female,40-59,NH White,Some college/TS,SBP 130-139,Overweight,No smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Overweight,No smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Overweight,Smoke,High TC,Glucose<100,3
Female,40-59,NH White,Some college/TS,SBP 130-139,Overweight,Smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Overweight,Smoke,High TC,Glucose>=126,2
Female,40-59,NH White,Some college/TS,SBP 130-139,Overweight,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,No smoke,High TC,Glucose<100,4
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,No smoke,High TC,Glucose>=126,5
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,No smoke,High TC,NA,4
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,No smoke,Normal TC,Glucose<100,4
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,No smoke,Normal TC,Glucose 100-125,3
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,No smoke,Normal TC,Glucose>=126,3
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,No smoke,Normal TC,NA,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,No smoke,NA,NA,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,Smoke,High TC,Glucose<100,2
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,Smoke,High TC,Glucose 100-125,2
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,Smoke,High TC,Glucose>=126,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,Smoke,High TC,NA,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,Smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,Some college/TS,SBP 130-139,Obese,Smoke,Normal TC,NA,1
Female,40-59,NH White,Some college/TS,SBP>=140,Underweight,Smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP>=140,Underweight,Smoke,High TC,NA,1
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,No smoke,High TC,Glucose<100,7
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,No smoke,High TC,Glucose>=126,1
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,No smoke,High TC,NA,1
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,No smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,No smoke,NA,NA,1
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,Smoke,High TC,Glucose<100,8
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,Smoke,High TC,Glucose 100-125,2
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,Smoke,High TC,NA,8
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,Smoke,Normal TC,Glucose 100-125,2
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,Smoke,Normal TC,NA,2
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,Smoke,NA,NA,1
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,No smoke,High TC,Glucose<100,8
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,No smoke,High TC,Glucose 100-125,2
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,No smoke,High TC,NA,6
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,No smoke,Normal TC,Glucose<100,4
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,No smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,No smoke,Normal TC,Glucose>=126,1
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,No smoke,Normal TC,NA,2
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,Smoke,High TC,Glucose<100,14
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,Smoke,High TC,Glucose 100-125,5
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,Smoke,High TC,Glucose>=126,3
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,Smoke,High TC,NA,5
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,Smoke,Normal TC,Glucose<100,1
