Gender,Age_Group,Race_or_Ethnicity,Education,SBP,BMI,Smoker,TC,FPG,user_n
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,Some college/TS,SBP>=140,Normal weight,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,No smoke,High TC,Glucose<100,7
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,Smoke,High TC,Glucose<100,1
Female,40-59,NH White,Some college/TS,SBP>=140,Overweight,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,Some college/TS,SBP>=140,Obese,No smoke,High TC,Glucose<100,6
Female,40-59,NH White,Some college/TS,SBP>=140,Obese,No smoke,High TC,Glucose 100-125,10
Female,40-59,NH White,Some college/TS,SBP>=140,Obese,No smoke,High TC,Glucose>=126,1
Female,40-59,NH White,Some college/TS,SBP>=140,Obese,No smoke,Normal TC,Glucose<100,3
Female,40-59,NH White,Some college/TS,SBP>=140,Obese,No smoke,Normal TC,Glucose 100-125,2
Female,40-59,NH White,Some college/TS,SBP>=140,Obese,No smoke,Normal TC,NA,1
Female,40-59,NH White,Some college/TS,SBP>=140,Obese,Smoke,High TC,Glucose<100,2
Female,40-59,NH White,Some college/TS,SBP>=140,Obese,Smoke,High TC,NA,1
Female,40-59,NH White,Some college/TS,SBP>=140,Obese,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,>=College grad,SBP 130-139,Normal weight,No smoke,High TC,Glucose<100,1
Female,40-59,NH White,>=College grad,SBP 130-139,Normal weight,Smoke,Normal TC,NA,1
Female,40-59,NH White,>=College grad,SBP 130-139,Overweight,No smoke,High TC,Glucose<100,2
Female,40-59,NH White,>=College grad,SBP 130-139,Overweight,No smoke,High TC,NA,1
Female,40-59,NH White,>=College grad,SBP 130-139,Overweight,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,>=College grad,SBP 130-139,Obese,No smoke,High TC,Glucose<100,1
Female,40-59,NH White,>=College grad,SBP 130-139,Obese,No smoke,High TC,Glucose 100-125,3
Female,40-59,NH White,>=College grad,SBP 130-139,Obese,No smoke,High TC,NA,1
Female,40-59,NH White,>=College grad,SBP 130-139,Obese,No smoke,Normal TC,Glucose<100,2
Female,40-59,NH White,>=College grad,SBP 130-139,Obese,No smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,>=College grad,SBP 130-139,Obese,No smoke,NA,Glucose<100,1
Female,40-59,NH White,>=College grad,SBP>=140,Normal weight,No smoke,High TC,Glucose<100,5
Female,40-59,NH White,>=College grad,SBP>=140,Normal weight,No smoke,NA,Glucose<100,1
Female,40-59,NH White,>=College grad,SBP>=140,Normal weight,Smoke,High TC,Glucose<100,1
Female,40-59,NH White,>=College grad,SBP>=140,Normal weight,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,>=College grad,SBP>=140,Overweight,No smoke,High TC,Glucose<100,1
Female,40-59,NH White,>=College grad,SBP>=140,Overweight,No smoke,High TC,Glucose 100-125,2
Female,40-59,NH White,>=College grad,SBP>=140,Overweight,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH White,>=College grad,SBP>=140,Overweight,Smoke,High TC,Glucose<100,1
Female,40-59,NH White,>=College grad,SBP>=140,Obese,No smoke,High TC,Glucose<100,2
Female,40-59,NH White,>=College grad,SBP>=140,Obese,No smoke,High TC,Glucose 100-125,7
Female,40-59,NH White,>=College grad,SBP>=140,Obese,No smoke,High TC,NA,1
Female,40-59,NH White,>=College grad,SBP>=140,Obese,No smoke,Normal TC,Glucose<100,3
Female,40-59,NH White,>=College grad,SBP>=140,Obese,No smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH White,>=College grad,SBP>=140,Obese,Smoke,High TC,Glucose<100,4
Female,40-59,NH White,>=College grad,SBP>=140,Obese,Smoke,High TC,Glucose 100-125,3
Female,40-59,NH White,>=College grad,SBP>=140,Obese,Smoke,High TC,Glucose>=126,1
Female,40-59,NH White,>=College grad,SBP>=140,Obese,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH Black,<HSG,SBP>=140,Obese,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH Black,<HSG,SBP>=140,Obese,Smoke,High TC,Glucose 100-125,1
Female,40-59,NH Black,HSG/GED,SBP 130-139,Underweight,Smoke,NA,Glucose<100,1
Female,40-59,NH Black,HSG/GED,SBP 130-139,Normal weight,Smoke,High TC,Glucose<100,1
Female,40-59,NH Black,HSG/GED,SBP 130-139,Normal weight,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH Black,HSG/GED,SBP 130-139,Overweight,No smoke,High TC,Glucose<100,2
Female,40-59,NH Black,HSG/GED,SBP 130-139,Overweight,Smoke,High TC,Glucose<100,1
Female,40-59,NH Black,HSG/GED,SBP 130-139,Overweight,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH Black,HSG/GED,SBP 130-139,Obese,No smoke,High TC,Glucose<100,1
Female,40-59,NH Black,HSG/GED,SBP 130-139,Obese,No smoke,Normal TC,Glucose<100,2
Female,40-59,NH Black,HSG/GED,SBP 130-139,Obese,No smoke,Normal TC,Glucose 100-125,2
Female,40-59,NH Black,HSG/GED,SBP 130-139,Obese,No smoke,Normal TC,NA,1
Female,40-59,NH Black,HSG/GED,SBP 130-139,Obese,Smoke,High TC,Glucose<100,2
Female,40-59,NH Black,HSG/GED,SBP 130-139,Obese,Smoke,High TC,Glucose 100-125,1
Female,40-59,NH Black,HSG/GED,SBP 130-139,Obese,Smoke,Normal TC,Glucose 100-125,2
Female,40-59,NH Black,HSG/GED,SBP>=140,Normal weight,No smoke,High TC,Glucose<100,2
Female,40-59,NH Black,HSG/GED,SBP>=140,Normal weight,No smoke,NA,Glucose<100,1
Female,40-59,NH Black,HSG/GED,SBP>=140,Normal weight,Smoke,High TC,Glucose<100,1
Female,40-59,NH Black,HSG/GED,SBP>=140,Normal weight,Smoke,NA,Glucose 100-125,1
Female,40-59,NH Black,HSG/GED,SBP>=140,Overweight,No smoke,High TC,Glucose<100,5
Female,40-59,NH Black,HSG/GED,SBP>=140,Overweight,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH Black,HSG/GED,SBP>=140,Overweight,No smoke,Normal TC,Glucose<100,2
Female,40-59,NH Black,HSG/GED,SBP>=140,Overweight,Smoke,High TC,Glucose<100,3
Female,40-59,NH Black,HSG/GED,SBP>=140,Overweight,Smoke,High TC,Glucose 100-125,3
Female,40-59,NH Black,HSG/GED,SBP>=140,Overweight,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH Black,HSG/GED,SBP>=140,Overweight,Smoke,NA,Glucose<100,1
Female,40-59,NH Black,HSG/GED,SBP>=140,Obese,No smoke,High TC,Glucose<100,12
Female,40-59,NH Black,HSG/GED,SBP>=140,Obese,No smoke,High TC,Glucose 100-125,6
Female,40-59,NH Black,HSG/GED,SBP>=140,Obese,No smoke,High TC,NA,1
Female,40-59,NH Black,HSG/GED,SBP>=140,Obese,No smoke,Normal TC,Glucose<100,2
Female,40-59,NH Black,HSG/GED,SBP>=140,Obese,No smoke,Normal TC,Glucose 100-125,2
Female,40-59,NH Black,HSG/GED,SBP>=140,Obese,No smoke,Normal TC,Glucose>=126,4
Female,40-59,NH Black,HSG/GED,SBP>=140,Obese,Smoke,High TC,Glucose<100,6
Female,40-59,NH Black,HSG/GED,SBP>=140,Obese,Smoke,High TC,Glucose 100-125,3
Female,40-59,NH Black,HSG/GED,SBP>=140,Obese,Smoke,High TC,NA,1
Female,40-59,NH Black,HSG/GED,SBP>=140,Obese,Smoke,Normal TC,Glucose<100,10
Female,40-59,NH Black,HSG/GED,SBP>=140,Obese,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH Black,HSG/GED,SBP>=140,Obese,Smoke,NA,Glucose 100-125,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Underweight,Smoke,High TC,Glucose<100,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Underweight,Smoke,High TC,Glucose 100-125,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Normal weight,Smoke,High TC,Glucose<100,3
Female,40-59,NH Black,Some college/TS,SBP 130-139,Normal weight,Smoke,High TC,Glucose 100-125,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Overweight,No smoke,High TC,Glucose<100,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Overweight,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Overweight,No smoke,High TC,NA,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Overweight,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Overweight,Smoke,High TC,Glucose<100,2
Female,40-59,NH Black,Some college/TS,SBP 130-139,Overweight,Smoke,High TC,Glucose 100-125,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Overweight,Smoke,High TC,Glucose>=126,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Overweight,Smoke,Normal TC,Glucose<100,2
Female,40-59,NH Black,Some college/TS,SBP 130-139,Overweight,Smoke,Normal TC,Glucose>=126,2
Female,40-59,NH Black,Some college/TS,SBP 130-139,Overweight,Smoke,Normal TC,NA,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Obese,No smoke,High TC,Glucose<100,6
Female,40-59,NH Black,Some college/TS,SBP 130-139,Obese,No smoke,High TC,Glucose 100-125,5
Female,40-59,NH Black,Some college/TS,SBP 130-139,Obese,No smoke,High TC,Glucose>=126,2
Female,40-59,NH Black,Some college/TS,SBP 130-139,Obese,No smoke,Normal TC,Glucose<100,6
Female,40-59,NH Black,Some college/TS,SBP 130-139,Obese,No smoke,Normal TC,Glucose 100-125,4
Female,40-59,NH Black,Some college/TS,SBP 130-139,Obese,No smoke,NA,NA,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Obese,Smoke,High TC,Glucose<100,3
Female,40-59,NH Black,Some college/TS,SBP 130-139,Obese,Smoke,High TC,Glucose 100-125,3
Female,40-59,NH Black,Some college/TS,SBP 130-139,Obese,Smoke,High TC,Glucose>=126,1
Female,40-59,NH Black,Some college/TS,SBP 130-139,Obese,Smoke,Normal TC,Glucose<100,5
Female,40-59,NH Black,Some college/TS,SBP 130-139,Obese,Smoke,Normal TC,Glucose 100-125,2
Female,40-59,NH Black,Some college/TS,SBP>=140,Normal weight,No smoke,High TC,Glucose<100,1
Female,40-59,NH Black,Some college/TS,SBP>=140,Normal weight,No smoke,High TC,Glucose 100-125,1
Female,40-59,NH Black,Some college/TS,SBP>=140,Normal weight,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH Black,Some college/TS,SBP>=140,Normal weight,Smoke,High TC,Glucose<100,4
Female,40-59,NH Black,Some college/TS,SBP>=140,Normal weight,Smoke,High TC,Glucose 100-125,1
Female,40-59,NH Black,Some college/TS,SBP>=140,Normal weight,Smoke,Normal TC,Glucose<100,5
Female,40-59,NH Black,Some college/TS,SBP>=140,Overweight,No smoke,High TC,Glucose<100,7
Female,40-59,NH Black,Some college/TS,SBP>=140,Overweight,No smoke,High TC,Glucose 100-125,6
Female,40-59,NH Black,Some college/TS,SBP>=140,Overweight,No smoke,High TC,NA,2
Female,40-59,NH Black,Some college/TS,SBP>=140,Overweight,No smoke,Normal TC,Glucose<100,4
Female,40-59,NH Black,Some college/TS,SBP>=140,Overweight,No smoke,Normal TC,Glucose 100-125,2
Female,40-59,NH Black,Some college/TS,SBP>=140,Overweight,Smoke,High TC,Glucose<100,4
Female,40-59,NH Black,Some college/TS,SBP>=140,Overweight,Smoke,High TC,Glucose 100-125,3
Female,40-59,NH Black,Some college/TS,SBP>=140,Overweight,Smoke,Normal TC,Glucose<100,7
Female,40-59,NH Black,Some college/TS,SBP>=140,Overweight,Smoke,Normal TC,Glucose 100-125,3
Female,40-59,NH Black,Some college/TS,SBP>=140,Overweight,Smoke,Normal TC,Glucose>=126,1
Female,40-59,NH Black,Some college/TS,SBP>=140,Overweight,Smoke,Normal TC,NA,1
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,No smoke,High TC,Glucose<100,23
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,No smoke,High TC,Glucose 100-125,8
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,No smoke,High TC,Glucose>=126,6
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,No smoke,High TC,NA,4
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,No smoke,Normal TC,Glucose<100,12
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,No smoke,Normal TC,Glucose 100-125,9
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,No smoke,Normal TC,Glucose>=126,1
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,No smoke,Normal TC,NA,2
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,No smoke,NA,NA,1
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,Smoke,High TC,Glucose<100,9
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,Smoke,High TC,Glucose 100-125,5
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,Smoke,High TC,Glucose>=126,1
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,Smoke,High TC,NA,1
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,Smoke,Normal TC,Glucose<100,11
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,Smoke,Normal TC,Glucose 100-125,5
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,Smoke,Normal TC,NA,3
Female,40-59,NH Black,Some college/TS,SBP>=140,Obese,Smoke,NA,Glucose<100,2
Female,40-59,NH Black,>=College grad,SBP 130-139,Normal weight,No smoke,High TC,Glucose<100,1
Female,40-59,NH Black,>=College grad,SBP 130-139,Overweight,No smoke,High TC,NA,1
Female,40-59,NH Black,>=College grad,SBP 130-139,Overweight,Smoke,High TC,Glucose<100,2
Female,40-59,NH Black,>=College grad,SBP 130-139,Overweight,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH Black,>=College grad,SBP 130-139,Overweight,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH Black,>=College grad,SBP 130-139,Obese,No smoke,High TC,Glucose 100-125,4
Female,40-59,NH Black,>=College grad,SBP 130-139,Obese,No smoke,Normal TC,Glucose<100,3
Female,40-59,NH Black,>=College grad,SBP 130-139,Obese,No smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH Black,>=College grad,SBP 130-139,Obese,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH Black,>=College grad,SBP 130-139,Obese,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH Black,>=College grad,SBP>=140,Normal weight,No smoke,Normal TC,Glucose<100,1
Female,40-59,NH Black,>=College grad,SBP>=140,Normal weight,Smoke,High TC,Glucose<100,2
Female,40-59,NH Black,>=College grad,SBP>=140,Normal weight,Smoke,High TC,Glucose 100-125,2
Female,40-59,NH Black,>=College grad,SBP>=140,Overweight,No smoke,High TC,Glucose<100,9
Female,40-59,NH Black,>=College grad,SBP>=140,Overweight,No smoke,High TC,Glucose 100-125,2
Female,40-59,NH Black,>=College grad,SBP>=140,Overweight,No smoke,Normal TC,Glucose<100,2
Female,40-59,NH Black,>=College grad,SBP>=140,Overweight,No smoke,NA,Glucose<100,1
Female,40-59,NH Black,>=College grad,SBP>=140,Overweight,Smoke,High TC,Glucose<100,4
Female,40-59,NH Black,>=College grad,SBP>=140,Overweight,Smoke,High TC,NA,1
Female,40-59,NH Black,>=College grad,SBP>=140,Overweight,Smoke,Normal TC,Glucose<100,1
Female,40-59,NH Black,>=College grad,SBP>=140,Obese,No smoke,High TC,Glucose<100,13
Female,40-59,NH Black,>=College grad,SBP>=140,Obese,No smoke,High TC,Glucose 100-125,8
Female,40-59,NH Black,>=College grad,SBP>=140,Obese,No smoke,High TC,NA,1
Female,40-59,NH Black,>=College grad,SBP>=140,Obese,No smoke,Normal TC,Glucose<100,4
Female,40-59,NH Black,>=College grad,SBP>=140,Obese,No smoke,Normal TC,Glucose 100-125,5
Female,40-59,NH Black,>=College grad,SBP>=140,Obese,No smoke,Normal TC,NA,1
Female,40-59,NH Black,>=College grad,SBP>=140,Obese,Smoke,High TC,Glucose<100,2
Female,40-59,NH Black,>=College grad,SBP>=140,Obese,Smoke,High TC,Glucose 100-125,1
Female,40-59,NH Black,>=College grad,SBP>=140,Obese,Smoke,Normal TC,Glucose<100,2
Female,40-59,NH Black,>=College grad,SBP>=140,Obese,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,NH Black,NA,SBP 130-139,NA,Smoke,Normal TC,NA,1
Female,40-59,NH Black,NA,SBP>=140,NA,Smoke,NA,NA,1
Female,40-59,NH Asian,>=College grad,SBP>=140,Normal weight,No smoke,High TC,Glucose 100-125,1
Female,40-59,Hispanic,<HSG,SBP 130-139,Overweight,No smoke,High TC,Glucose<100,1
Female,40-59,Hispanic,<HSG,SBP 130-139,Obese,No smoke,High TC,Glucose 100-125,1
Female,40-59,Hispanic,<HSG,SBP>=140,Overweight,No smoke,High TC,Glucose 100-125,1
Female,40-59,Hispanic,<HSG,SBP>=140,Overweight,No smoke,Normal TC,Glucose 100-125,2
Female,40-59,Hispanic,<HSG,SBP>=140,Overweight,No smoke,NA,Glucose<100,1
Female,40-59,Hispanic,<HSG,SBP>=140,Obese,No smoke,High TC,Glucose 100-125,1
Female,40-59,Hispanic,HSG/GED,SBP 130-139,Normal weight,No smoke,High TC,Glucose<100,1
Female,40-59,Hispanic,HSG/GED,SBP>=140,Normal weight,No smoke,High TC,Glucose<100,1
Female,40-59,Hispanic,HSG/GED,SBP>=140,Normal weight,No smoke,High TC,Glucose 100-125,1
Female,40-59,Hispanic,HSG/GED,SBP>=140,Normal weight,No smoke,Normal TC,Glucose<100,1
Female,40-59,Hispanic,HSG/GED,SBP>=140,Normal weight,No smoke,Normal TC,Glucose 100-125,1
Female,40-59,Hispanic,HSG/GED,SBP>=140,Normal weight,Smoke,High TC,Glucose<100,1
Female,40-59,Hispanic,HSG/GED,SBP>=140,Overweight,No smoke,High TC,Glucose<100,4
Female,40-59,Hispanic,HSG/GED,SBP>=140,Overweight,Smoke,Normal TC,Glucose<100,1
Female,40-59,Hispanic,HSG/GED,SBP>=140,Obese,No smoke,High TC,Glucose<100,1
Female,40-59,Hispanic,HSG/GED,SBP>=140,Obese,No smoke,High TC,Glucose 100-125,2
Female,40-59,Hispanic,HSG/GED,SBP>=140,Obese,No smoke,Normal TC,Glucose<100,1
Female,40-59,Hispanic,Some college/TS,SBP 130-139,Normal weight,Smoke,High TC,Glucose<100,2
Female,40-59,Hispanic,Some college/TS,SBP 130-139,Overweight,No smoke,High TC,Glucose<100,1
Female,40-59,Hispanic,Some college/TS,SBP 130-139,Overweight,No smoke,High TC,Glucose 100-125,1
Female,40-59,Hispanic,Some college/TS,SBP 130-139,Overweight,No smoke,Normal TC,Glucose 100-125,1
Female,40-59,Hispanic,Some college/TS,SBP 130-139,Overweight,Smoke,High TC,Glucose<100,2
Female,40-59,Hispanic,Some college/TS,SBP 130-139,Obese,No smoke,High TC,Glucose<100,1
Female,40-59,Hispanic,Some college/TS,SBP 130-139,Obese,No smoke,High TC,Glucose 100-125,1
Female,40-59,Hispanic,Some college/TS,SBP>=140,Normal weight,No smoke,High TC,Glucose<100,3
Female,40-59,Hispanic,Some college/TS,SBP>=140,Overweight,No smoke,High TC,Glucose<100,9
Female,40-59,Hispanic,Some college/TS,SBP>=140,Overweight,No smoke,High TC,Glucose 100-125,2
Female,40-59,Hispanic,Some college/TS,SBP>=140,Overweight,No smoke,Normal TC,Glucose<100,2
Female,40-59,Hispanic,Some college/TS,SBP>=140,Overweight,Smoke,High TC,Glucose>=126,1
Female,40-59,Hispanic,Some college/TS,SBP>=140,Overweight,Smoke,Normal TC,Glucose<100,1
Female,40-59,Hispanic,Some college/TS,SBP>=140,Obese,No smoke,High TC,Glucose<100,3
Female,40-59,Hispanic,Some college/TS,SBP>=140,Obese,No smoke,High TC,Glucose 100-125,5
Female,40-59,Hispanic,Some college/TS,SBP>=140,Obese,No smoke,High TC,Glucose>=126,1
Female,40-59,Hispanic,Some college/TS,SBP>=140,Obese,No smoke,Normal TC,Glucose<100,2
Female,40-59,Hispanic,Some college/TS,SBP>=140,Obese,Smoke,High TC,Glucose 100-125,2
Female,40-59,Hispanic,Some college/TS,SBP>=140,Obese,Smoke,Normal TC,Glucose<100,3
Female,40-59,Hispanic,>=College grad,SBP 130-139,Overweight,No smoke,High TC,Glucose<100,1
Female,40-59,Hispanic,>=College grad,SBP 130-139,Overweight,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,Hispanic,>=College grad,SBP 130-139,Obese,No smoke,High TC,Glucose<100,1
Female,40-59,Hispanic,>=College grad,SBP 130-139,Obese,No smoke,High TC,Glucose 100-125,1
Female,40-59,Hispanic,>=College grad,SBP 130-139,Obese,No smoke,Normal TC,Glucose<100,1
Female,40-59,Hispanic,>=College grad,SBP 130-139,Obese,Smoke,High TC,Glucose<100,1
Female,40-59,Hispanic,>=College grad,SBP>=140,Normal weight,No smoke,High TC,Glucose<100,4
Female,40-59,Hispanic,>=College grad,SBP>=140,Normal weight,No smoke,High TC,Glucose 100-125,2
Female,40-59,Hispanic,>=College grad,SBP>=140,Normal weight,No smoke,Normal TC,Glucose<100,1
Female,40-59,Hispanic,>=College grad,SBP>=140,Normal weight,Smoke,Normal TC,Glucose<100,1
Female,40-59,Hispanic,>=College grad,SBP>=140,Overweight,No smoke,High TC,Glucose<100,9
Female,40-59,Hispanic,>=College grad,SBP>=140,Overweight,No smoke,High TC,Glucose 100-125,4
Female,40-59,Hispanic,>=College grad,SBP>=140,Overweight,No smoke,Normal TC,Glucose<100,1
Female,40-59,Hispanic,>=College grad,SBP>=140,Overweight,Smoke,High TC,Glucose<100,1
Female,40-59,Hispanic,>=College grad,SBP>=140,Overweight,Smoke,Normal TC,Glucose<100,2
Female,40-59,Hispanic,>=College grad,SBP>=140,Overweight,Smoke,Normal TC,Glucose 100-125,2
Female,40-59,Hispanic,>=College grad,SBP>=140,Overweight,Smoke,Normal TC,NA,1
Female,40-59,Hispanic,>=College grad,SBP>=140,Obese,No smoke,High TC,Glucose<100,11
Female,40-59,Hispanic,>=College grad,SBP>=140,Obese,No smoke,High TC,Glucose 100-125,6
Female,40-59,Hispanic,>=College grad,SBP>=140,Obese,No smoke,Normal TC,Glucose<100,2
Female,40-59,Hispanic,>=College grad,SBP>=140,Obese,No smoke,Normal TC,Glucose 100-125,1
Female,40-59,Hispanic,>=College grad,SBP>=140,Obese,Smoke,High TC,Glucose 100-125,1
Female,40-59,Hispanic,>=College grad,SBP>=140,Obese,Smoke,High TC,NA,1
Female,40-59,Hispanic,>=College grad,SBP>=140,Obese,Smoke,Normal TC,Glucose<100,1
Female,40-59,Hispanic,>=College grad,SBP>=140,Obese,Smoke,Normal TC,Glucose 100-125,1
Female,40-59,Other,HSG/GED,SBP>=140,Obese,Smoke,High TC,Glucose<100,1
Female,40-59,Other,HSG/GED,SBP>=140,Obese,Smoke,High TC,Glucose 100-125,1
Female,40-59,Other,Some college/TS,SBP 130-139,Obese,Smoke,High TC,Glucose 100-125,1
Female,40-59,Other,Some college/TS,SBP>=140,Overweight,No smoke,High TC,NA,1
Female,40-59,Other,>=College grad,SBP>=140,Normal weight,No smoke,High TC,Glucose<100,1
Female,40-59,Other,>=College grad,SBP>=140,Overweight,No smoke,High TC,Glucose 100-125,1
Female,40-59,Other,>=College grad,SBP>=140,Obese,No smoke,High TC,Glucose<100,1
Female,40-59,NA,>=College grad,SBP>=140,Normal weight,No smoke,High TC,Glucose<100,1
Female,59+,NH White,<HSG,SBP 130-139,NA,Smoke,Normal TC,Glucose 100-125,1
Female,59+,NH White,<HSG,SBP>=140,Obese,No smoke,High TC,Glucose<100,1
Female,59+,NH White,<HSG,SBP>=140,Obese,No smoke,Normal TC,Glucose 100-125,1
Female,59+,NH White,<HSG,SBP>=140,NA,No smoke,High TC,Glucose<100,1
Female,59+,NH White,<HSG,SBP>=140,NA,No smoke,Normal TC,Glucose<100,2
Female,59+,NH White,<HSG,SBP>=140,NA,No smoke,Normal TC,Glucose 100-125,1
Female,59+,NH White,<HSG,SBP>=140,NA,No smoke,NA,Glucose 100-125,1
Female,59+,NH White,HSG/GED,SBP 130-139,Normal weight,No smoke,High TC,Glucose<100,3
Female,59+,NH White,HSG/GED,SBP 130-139,Normal weight,No smoke,Normal TC,Glucose<100,1
