"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"AUXWBR_J","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 6 YEARS - 19 YEARS",NA,NA
"AUXWBR_J","WBXFEAR","WBXFEAR","Ear tested","The ear which was tested.","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Right Ear"", ""Left Ear"", ""Missing""]; Count=[""2851"", ""2831"", ""0""]; Cumulative=[""2851"", ""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"AUXWBR_J","WBXF074","WBXF074","Frequency Array Data Point 074","Frequency Array Data Point 074","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""3084.4217 to 3084.4217"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF075","WBXF075","Frequency Array Data Point 075","Frequency Array Data Point 075","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""3174.8021 to 3174.8021"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF076","WBXF076","Frequency Array Data Point 076","Frequency Array Data Point 076","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""3267.8309 to 3267.8309"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF077","WBXF077","Frequency Array Data Point 077","Frequency Array Data Point 077","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""3363.5857 to 3363.5857"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF078","WBXF078","Frequency Array Data Point 078","Frequency Array Data Point 078","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""3462.1462 to 3462.1462"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF079","WBXF079","Frequency Array Data Point 079","Frequency Array Data Point 079","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""3563.5949 to 3563.5949"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF080","WBXF080","Frequency Array Data Point 080","Frequency Array Data Point 080","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""3668.0162 to 3668.0162"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF081","WBXF081","Frequency Array Data Point 081","Frequency Array Data Point 081","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""3775.4973 to 3775.4973"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF082","WBXF082","Frequency Array Data Point 082","Frequency Array Data Point 082","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""3886.1278 to 3886.1278"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF083","WBXF083","Frequency Array Data Point 083","Frequency Array Data Point 083","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""4000 to 4000"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF084","WBXF084","Frequency Array Data Point 084","Frequency Array Data Point 084","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""4117.2089 to 4117.2089"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF085","WBXF085","Frequency Array Data Point 085","Frequency Array Data Point 085","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""4237.8524 to 4237.8524"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF086","WBXF086","Frequency Array Data Point 086","Frequency Array Data Point 086","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""4362.0309 to 4362.0309"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF087","WBXF087","Frequency Array Data Point 087","Frequency Array Data Point 087","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""4489.8482 to 4489.8482"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF088","WBXF088","Frequency Array Data Point 088","Frequency Array Data Point 088","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""4621.4108 to 4621.4108"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF089","WBXF089","Frequency Array Data Point 089","Frequency Array Data Point 089","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""4756.8285 to 4756.8285"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF090","WBXF090","Frequency Array Data Point 090","Frequency Array Data Point 090","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""4896.2142 to 4896.2142"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF091","WBXF091","Frequency Array Data Point 091","Frequency Array Data Point 091","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""5039.6842 to 5039.6842"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF092","WBXF092","Frequency Array Data Point 092","Frequency Array Data Point 092","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""5187.3582 to 5187.3582"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF093","WBXF093","Frequency Array Data Point 093","Frequency Array Data Point 093","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""5339.3594 to 5339.3594"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF094","WBXF094","Frequency Array Data Point 094","Frequency Array Data Point 094","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""5495.8146 to 5495.8146"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF095","WBXF095","Frequency Array Data Point 095","Frequency Array Data Point 095","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""5656.8542 to 5656.8542"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF096","WBXF096","Frequency Array Data Point 096","Frequency Array Data Point 096","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""5822.6127 to 5822.6127"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF097","WBXF097","Frequency Array Data Point 097","Frequency Array Data Point 097","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""5993.2283 to 5993.2283"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF098","WBXF098","Frequency Array Data Point 098","Frequency Array Data Point 098","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""6168.8433 to 6168.8433"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF099","WBXF099","Frequency Array Data Point 099","Frequency Array Data Point 099","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""6349.6042 to 6349.6042"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF100","WBXF100","Frequency Array Data Point 100","Frequency Array Data Point 100","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""6535.6618 to 6535.6618"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF101","WBXF101","Frequency Array Data Point 101","Frequency Array Data Point 101","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""6727.1713 to 6727.1713"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF102","WBXF102","Frequency Array Data Point 102","Frequency Array Data Point 102","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""6924.2925 to 6924.2925"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF103","WBXF103","Frequency Array Data Point 103","Frequency Array Data Point 103","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""7127.1897 to 7127.1897"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF104","WBXF104","Frequency Array Data Point 104","Frequency Array Data Point 104","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""7336.0323 to 7336.0323"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF105","WBXF105","Frequency Array Data Point 105","Frequency Array Data Point 105","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""7550.9945 to 7550.9945"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF106","WBXF106","Frequency Array Data Point 106","Frequency Array Data Point 106","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""7772.2555 to 7772.2555"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXF107","WBXF107","Frequency Array Data Point 107","Frequency Array Data Point 107","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""8000 to 8000"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA001","WBXA001","Absorbance Array Data Point 001","Absorbance Array Data Point 001","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.8933 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA002","WBXA002","Absorbance Array Data Point 002","Absorbance Array Data Point 002","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-4.6738 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA003","WBXA003","Absorbance Array Data Point 003","Absorbance Array Data Point 003","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-5.5902 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA004","WBXA004","Absorbance Array Data Point 004","Absorbance Array Data Point 004","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-6.6814 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA005","WBXA005","Absorbance Array Data Point 005","Absorbance Array Data Point 005","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-7.5577 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA006","WBXA006","Absorbance Array Data Point 006","Absorbance Array Data Point 006","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-7.243 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA007","WBXA007","Absorbance Array Data Point 007","Absorbance Array Data Point 007","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-6.0813 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA008","WBXA008","Absorbance Array Data Point 008","Absorbance Array Data Point 008","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-5.0678 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA009","WBXA009","Absorbance Array Data Point 009","Absorbance Array Data Point 009","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-4.7971 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA010","WBXA010","Absorbance Array Data Point 010","Absorbance Array Data Point 010","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-4.7542 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA011","WBXA011","Absorbance Array Data Point 011","Absorbance Array Data Point 011","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-4.3242 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA012","WBXA012","Absorbance Array Data Point 012","Absorbance Array Data Point 012","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.6681 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA013","WBXA013","Absorbance Array Data Point 013","Absorbance Array Data Point 013","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.011 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA014","WBXA014","Absorbance Array Data Point 014","Absorbance Array Data Point 014","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-2.5879 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA015","WBXA015","Absorbance Array Data Point 015","Absorbance Array Data Point 015","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-2.2934 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA016","WBXA016","Absorbance Array Data Point 016","Absorbance Array Data Point 016","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-2.0173 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA017","WBXA017","Absorbance Array Data Point 017","Absorbance Array Data Point 017","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-1.9147 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA018","WBXA018","Absorbance Array Data Point 018","Absorbance Array Data Point 018","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-1.9105 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA019","WBXA019","Absorbance Array Data Point 019","Absorbance Array Data Point 019","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-2.0264 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA020","WBXA020","Absorbance Array Data Point 020","Absorbance Array Data Point 020","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-2.2664 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA021","WBXA021","Absorbance Array Data Point 021","Absorbance Array Data Point 021","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-2.6243 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA022","WBXA022","Absorbance Array Data Point 022","Absorbance Array Data Point 022","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.2961 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA023","WBXA023","Absorbance Array Data Point 023","Absorbance Array Data Point 023","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.5714 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA024","WBXA024","Absorbance Array Data Point 024","Absorbance Array Data Point 024","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.8397 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA025","WBXA025","Absorbance Array Data Point 025","Absorbance Array Data Point 025","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.7934 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA026","WBXA026","Absorbance Array Data Point 026","Absorbance Array Data Point 026","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.656 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA027","WBXA027","Absorbance Array Data Point 027","Absorbance Array Data Point 027","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.8729 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA028","WBXA028","Absorbance Array Data Point 028","Absorbance Array Data Point 028","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.8957 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA029","WBXA029","Absorbance Array Data Point 029","Absorbance Array Data Point 029","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-3.9138 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA030","WBXA030","Absorbance Array Data Point 030","Absorbance Array Data Point 030","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-4.1925 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA031","WBXA031","Absorbance Array Data Point 031","Absorbance Array Data Point 031","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-4.9175 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA032","WBXA032","Absorbance Array Data Point 032","Absorbance Array Data Point 032","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-6.2277 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA033","WBXA033","Absorbance Array Data Point 033","Absorbance Array Data Point 033","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-6.2678 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA034","WBXA034","Absorbance Array Data Point 034","Absorbance Array Data Point 034","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-6.0611 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA035","WBXA035","Absorbance Array Data Point 035","Absorbance Array Data Point 035","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-7.1472 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA036","WBXA036","Absorbance Array Data Point 036","Absorbance Array Data Point 036","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-9.3193 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA037","WBXA037","Absorbance Array Data Point 037","Absorbance Array Data Point 037","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-9.6516 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA038","WBXA038","Absorbance Array Data Point 038","Absorbance Array Data Point 038","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-8.1425 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA039","WBXA039","Absorbance Array Data Point 039","Absorbance Array Data Point 039","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-6.9508 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA040","WBXA040","Absorbance Array Data Point 040","Absorbance Array Data Point 040","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-6.3987 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
"AUXWBR_J","WBXA041","WBXA041","Absorbance Array Data Point 041","Absorbance Array Data Point 041","Both males and females 6 YEARS - 19 YEARS",NA,"Code.or.Value=[""-5.7494 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""5682"", ""0""]; Cumulative=[""5682"", ""5682""]; Skip.to.Item=[""NA"", ""NA""]"
